Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
"South Africa",2011,0.7503855981098382,-0.1,-0.1,-0.1,0.9126661819295196,0.7439606840806203,0.9373581301246589,-0.1
"South Sudan",2011,-0.1,-0.1,-0.1,-0.1,0.9927536804888759,0.615795059884562,-0.1,-0.1
Spain,2011,0,0.7851153648015899,0.24663822005799546,0.6923965513424787,0.6294038756467278,0.858685054666764,0.8865852597665357,-0.1
"Sri Lanka",2011,-0.1,0.5901704456252598,0.4932764401159909,0.4843017005597303,0.8193463179012649,0.6687323458502041,0.4036981731641997,-0.1
"Sri Lanka*",2011,0.3058497366056643,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
"State of Palestine",2011,0,0,-0.1,0.47796712606892516,-0.1,0.6480270800294985,0.8865852597665357,-0.1
Sudan,2011,-0.1,-0.1,-0.1,-0.1,0.9750791682872306,0.6244567127082589,-0.1,-0.1
Suriname,2011,-0.1,-0.1,-0.1,-0.1,0.8736296536801593,0.7487633313380331,-0.1,-0.1
Swaziland,2011,-0.1,-0.1,-0.1,-0.1,0.954314458030096,0.6887127481352672,-0.1,-0.1
Sweden,2011,0,0.9196904371906162,0.9336683484149637,0.9899113707116015,0.50397910419865,0.9104322367943233,0.6055472597462995,-0.1
Switzerland,2011,0,0.8939820804384012,0.43685640558202377,0.9278812858603088,0.13236987738623673,0.9426851397452071,0.4036981731641997,-0.1
